ID	Name	TYPE1	TYPE2	STAND	WALK
5597	Newtroost	19	50	2298	2297
5603	Unicow	25	66	5852	5848
5604	Elfinlocks	93	4	808	819
5605	Clockwork cat	0	41	9158	9157
5607	Clockwork cat	0	41	9158	9157
5608	Monk	0	988	5877	5876
5609	Monk	0	988	5877	5876
5610	Monk	0	988	5877	5876
5611	Monk	0	988	5877	5876
5612	Rufus	0	4	808	819
5613	Mi-Gor	0	989	5859	5858
5614	Puffin	0	990	5873	5872
5615	Puffin	0	991	5873	-1
5616	Brother Tranquility	0	986	5875	5876
5617	Brother Tranquility	0	262	5646	5645
5618	Brother Tranquility	0	262	5646	5645
5619	Monk	0	262	5646	5645
5620	Monk	0	262	5646	5645
5621	Monk	0	262	5646	5645
5622	Monk	0	262	5646	5645
5623	Zombie monk	0	988	5877	5876
5624	Zombie monk	0	988	5877	5876
5625	Zombie monk	0	988	5877	5876
5626	Zombie monk	0	988	5877	5876
5627	Sorebones	57	992	5641	5642
5628	Sorebones	57	992	5641	5642
5629	Zombie pirate	57	262	5646	5645
5630	Zombie pirate	57	262	5646	5645
5631	Zombie pirate	57	262	5646	5645
5632	Zombie pirate	57	262	5646	5645
5633	Zombie pirate	57	262	5646	5645
5634	Zombie pirate	57	262	5646	5645
5635	Zombie pirate	57	262	5646	5645
5636	Zombie pirate	57	262	5646	5645
5637	Zombie pirate	57	263	5650	5652
5638	Zombie pirate	57	263	5650	5652
5639	Zombie pirate	57	263	5650	5652
5640	Zombie pirate	57	263	5650	5652
5641	Zombie pirate	57	263	5650	5652
5642	Zombie pirate	57	995	5879	5878
5643	Zombie pirate	57	995	5879	5878
5644	Zombie pirate	57	995	5879	5878
5645	Zombie pirate	57	995	5879	5878
5646	Zombie pirate	57	995	5879	5878
5647	Zombie pirate	57	993	5883	5882
5648	Zombie pirate	57	993	5883	5882
5649	Zombie pirate	57	993	5883	5882
5650	Zombie pirate	57	993	5883	5882
5651	Zombie pirate	57	993	5883	5882
5652	Zombie pirate	57	993	5883	5882
5653	Zombie pirate	57	993	5883	5882
5654	Zombie pirate	57	993	5883	5882
5655	Zombie pirate	57	993	5883	5882
5656	Zombie pirate	57	994	5888	5887
5657	Zombie pirate	57	994	5888	5887
5658	Zombie pirate	57	994	5888	5887
5659	Zombie pirate	57	994	5888	5887
5660	Zombie pirate	57	994	5888	5887
5661	Zombie pirate	57	994	5888	5887
5662	Zombie pirate	57	994	5888	5887
5663	Zombie pirate	57	994	5888	5887
5664	Zombie pirate	57	994	5888	5887
5665	Zombie pirate	57	994	5888	5887
5666	Barrelchest	170	987	5893	5892
5678	Undead Lumberjack	30	336	5967	5967
5679	Undead Lumberjack	30	334	5973	5969
5680	Undead Lumberjack	30	335	5965	5965
5681	Undead Lumberjack	30	337	5966	5966
5682	Undead Lumberjack	30	336	5967	5967
5683	Undead Lumberjack	30	334	5973	5969
5684	Undead Lumberjack	35	335	5965	5965
5685	Undead Lumberjack	35	337	5966	5966
5686	Undead Lumberjack	35	336	5967	5967
5687	Undead Lumberjack	35	334	5973	5969
5688	Undead Lumberjack	35	335	5965	5965
5689	Undead Lumberjack	35	337	5966	5966
5690	Undead Lumberjack	35	336	5967	5967
5691	Undead Lumberjack	35	334	5973	5969
5692	Undead Lumberjack	40	335	5965	5965
5693	Undead Lumberjack	40	337	5966	5966
5694	Undead Lumberjack	40	336	5967	5967
5695	Undead Lumberjack	40	334	5973	5969
5696	Undead Lumberjack	40	335	5965	5965
5697	Undead Lumberjack	40	337	5966	5966
5698	Undead Lumberjack	40	336	5967	5967
5699	Undead Lumberjack	40	334	5973	5969
5700	Undead Lumberjack	45	335	5965	5965
5701	Undead Lumberjack	45	337	5966	5966
5702	Undead Lumberjack	45	336	5967	5967
5703	Undead Lumberjack	45	334	5973	5969
5704	Undead Lumberjack	45	335	5965	5965
5705	Undead Lumberjack	45	337	5966	5966
5706	Undead Lumberjack	45	336	5967	5967
5707	Undead Lumberjack	45	334	5973	5969
5708	Undead Lumberjack	50	335	5965	5965
5709	Undead Lumberjack	50	337	5966	5966
5710	Undead Lumberjack	50	336	5967	5967
5711	Undead Lumberjack	50	334	5973	5969
5712	Undead Lumberjack	50	335	5965	5965
5713	Undead Lumberjack	50	337	5966	5966
5714	Undead Lumberjack	50	336	5967	5967
5715	Undead Lumberjack	50	334	5973	5969
5716	Undead Lumberjack	55	335	5965	5965
5717	Undead Lumberjack	55	337	5966	5966
5718	Undead Lumberjack	55	336	5967	5967
5719	Undead Lumberjack	55	334	5973	5969
5720	Undead Lumberjack	55	335	5965	5965
5721	Undead Lumberjack	55	337	5966	5966
5722	Undead Lumberjack	55	336	5967	5967
5723	Undead Lumberjack	55	334	5973	5969
5724	Undead Lumberjack	60	335	5965	5965
5725	Undead Lumberjack	60	337	5966	5966
5726	Undead Lumberjack	60	336	5967	5967
5727	Undead Lumberjack	60	334	5973	5969
5728	Undead Lumberjack	60	335	5965	5965
5729	Undead Lumberjack	60	337	5966	5966
5730	Undead Lumberjack	60	336	5967	5967
5731	Undead Lumberjack	60	334	5973	5969
5732	Undead Lumberjack	64	335	5965	5965
5733	Undead Lumberjack	64	337	5966	5966
5734	Undead Lumberjack	64	336	5967	5967
5735	Undead Lumberjack	64	334	5973	5969
5736	Undead Lumberjack	64	335	5965	5965
5737	Undead Lumberjack	64	337	5966	5966
5738	Undead Lumberjack	64	336	5967	5967
5739	Undead Lumberjack	64	334	5973	5969
5740	Undead Lumberjack	70	335	5965	5965
5741	Undead Lumberjack	70	337	5966	5966
5742	Undead Lumberjack	70	336	5967	5967
5743	Undead Lumberjack	70	334	5973	5969
5744	Undead Lumberjack	70	335	5965	5965
5745	Undead Lumberjack	70	337	5966	5966
5746	Undead Lumberjack	70	336	5967	5967
5747	Undead Lumberjack	70	334	5973	5969
5748	Fishing spot	0	265	2126	2126
5749	Fishing spot	0	265	2126	2126
5750	Cave bug	96	652	6078	6077
5751	Molanisk	51	653	6010	6011
5752	Cave goblin	0	214	6040	6041
5753	Cave goblin	0	214	6040	6041
5754	Cave goblin	0	214	6040	6041
5755	Cave goblin	0	214	6040	6041
5756	Cave goblin	0	214	6040	6041
5757	Cave goblin	0	214	6040	6041
5758	Cave goblin	0	214	6040	6041
5759	Cave goblin	0	214	6040	6041
5760	Cave goblin	0	214	6040	6041
5761	Cave goblin	0	214	6040	6041
5762	Cave goblin	0	214	6040	6041
5763	Cave goblin	0	214	6040	6041
5764	Cave goblin	0	214	6040	6041
5765	Cave goblin	0	214	6040	6041
5766	Cave goblin	0	214	6040	6041
5767	Cave goblin	0	214	6040	6041
5768	Cave goblin	0	214	6040	6041
5769	Cave goblin	0	214	6040	6041
5770	Ur-zek	0	214	6040	6041
5771	Ur-vass	0	214	6040	6041
5772	Ur-taal	0	214	6040	6041
5773	Ur-meg	0	214	6040	6041
5774	Ur-lun	0	214	6040	6041
5775	Ur-pel	0	214	6040	6041
5776	Banker	0	214	6040	6041
5777	Banker	0	214	6040	6041
5778	Bartak	0	214	6040	6041
5779	Turgall	0	214	6040	6041
5780	Reldak	0	214	6040	6041
5781	Miltog	0	214	6040	6041
5782	Mernik	0	214	6040	6041
5783	Cave goblin	0	214	6040	6041
5784	Crate goblin	0	493	6043	6044
5785	Cave goblin	0	214	6040	6041
5786	Goblin scribe	0	494	6045	6046
5788	Gourmet	0	214	6040	6041
5789	Gourmet	0	214	6040	6041
5790	Gourmet	0	214	6040	6041
5791	Gourmet	0	214	6040	6041
5792	Turgok	0	214	6040	6041
5793	Markog	0	214	6040	6041
5794	Durgok	0	214	6040	6041
5795	Tindar	0	214	6040	6041
5796	Gundik	0	214	6040	6041
5797	Zenkog	0	214	6040	6041
5798	Lurgon	0	214	6040	6041
5799	Ur-tag	0	214	6040	6041
5800	Guard	26	214	6040	6041
5801	Guard	24	214	6040	6041
5803	Young 'un	0	491	6058	6057
5804	Tyke	0	492	6059	6057
5805	Nipper	0	491	6058	6057
5806	Nipper	0	492	6059	6057
5807	Bozin	0	495	6040	6042
5808	Bozin	0	497	6052	6053
5809	Fandon	0	495	6040	6042
5810	Fandon	0	497	6052	6053
5811	Horgon	0	495	6040	6042
5812	Horgon	0	497	6052	6053
5813	Lorzan	0	495	6040	6042
5814	Lorzan	0	497	6052	6053
5815	Caldi	0	495	6040	6042
5816	Caldi	0	497	6052	6053
5817	Elzik	0	495	6040	6042
5818	Elzik	0	497	6052	6053
5819	Inglin	0	495	6040	6042
5820	Inglin	0	497	6052	6053
5821	Kenti	0	495	6040	6042
5822	Kenti	0	497	6052	6053
5823	Spit goblin	0	496	6060	6041
5824	Goblin fish	0	498	6062	6061
5825	Movario	0	215	6075	6076
5826	Darve	0	4	808	819
5827	Moths	0	499	6036	6036
5828	Barlak	0	214	6040	6041
5829	Rabbit	2	129	6089	6088
5833	Rat Burgiss	0	4	808	819
5834	Surok Magis	0	4	808	819
5835	Surok Magis	0	4	808	819
5836	Zaff	0	119	813	819
5837	Anna Jones	0	817	6106	-1
5838	King Roald	47	4	808	819
5839	Mishkal'un Dorn	0	4	808	819
5840	Dakh'thoulan Aegis	0	4	808	819
5841	Sil'as Dahcsnu	0	4	808	819
5842	Outlaw	32	4	808	819
5843	Outlaw	32	4	808	819
5844	Outlaw	32	4	808	819
5845	Outlaw	32	4	808	819
5846	Outlaw	32	4	808	819
5847	Outlaw	32	4	808	819
5848	Outlaw	32	4	808	819
5849	Outlaw	32	4	808	819
5850	Outlaw	32	4	808	819
5851	Outlaw	32	4	808	819
5852	Monkey	1	116	222	219
5854	Bench	0	817	6106	-1
5855	Goblin	0	87	6186	6187
5856	Goblin	0	1167	6181	6193
5857	Zanik	0	1165	6040	6215
5858	Ur-tag	0	214	6040	6041
5859	H.A.M. Archer	30	4	808	819
5860	H.A.M. Mage	30	29	813	1205
5861	Zanik	0	1168	6149	-1
5862	Sigmund and Zanik	0	1166	6151	6150
5863	Ambassador Alvijar	0	-1	-1	-1
5864	Builder	0	1161	6205	98
5865	Builder	0	1162	6206	98
5866	Builder	0	1163	6207	98
5867	Builder	0	1164	6208	98
5868	Tegdak	0	214	6040	6041
5870	Zanik	0	214	6040	6041
5871	Sergeant Mossfists	51	231	6153	6152
5872	Sergeant Slimetoes	51	231	6153	6152
5873	Cave goblin	0	214	6040	6041
5874	Cave goblin	0	214	6040	6041
5875	Cave goblin	0	214	6040	6041
5876	Cave goblin	0	214	6040	6041
5877	Cave goblin	0	214	6040	6041
5878	Cave goblin	0	214	6040	6041
5879	Ticket goblin	0	214	6040	6041
5880	Dwarf	0	2	101	98
5881	Dwarf	0	2	101	98
5882	Dwarf	0	2	101	98
5883	Dwarf	0	2	101	98
5884	Dwarf	0	2	101	98
5885	Dwarf	0	2	101	98
5886	Ticket dwarf	0	2	101	98
5893	Cyrisus	0	1186	6284	6284
5894	Cyrisus	0	4	808	819
5895	Cyrisus	0	4	808	819
5896	Cyrisus	0	4	808	819
5897	Cyrisus	0	4	808	819
5898	'Bird's-Eye' Jack	0	4	808	819
5902	The Inadequacy	343	1191	6317	6317
5903	The Everlasting	223	1188	6343	6344
5904	The Untouchable	274	1193	6328	6328
5905	The Illusive	108	1189	6338	6339
5906	A Doubt	78	1192	6311	6312
5907	The Illusive	1	1190	6350	6339
5908	Goblin statue	50	1456	11395	11394
5909	Barbarian	8	4	808	819
5910	Cook	0	4	808	819
5911	Cook	0	4	808	819
5912	Banker	0	92	808	808
5913	Banker	0	92	808	808
5914	Iffie	0	1421	6478	-1
5915	Elsie	0	1421	6478	-1
5916	Cleaner	0	93	5800	5799
5917	Stray dog	0	94	4777	4773
5918	Stray dog	0	94	4777	4773
5919	Guard	21	95	6487	6486
5920	Guard	21	95	6487	6486
5921	Trainee Guard	0	95	6487	6486
5922	Captain	0	95	6487	6486
5923	Man	2	4	808	819
5924	Woman	2	4	808	819
5925	Benny	0	4	808	819
5926	Thief	16	4	808	819
5927	Thief	16	4	808	819
5928	Thief	16	4	808	819
5929	Thief	16	4	808	819
5930	Art Critic Jacques	0	510	6389	6388
5931	Historian Minas	0	518	6393	6395
5932	Barnabus Hurma	0	-1	-1	-1
5933	Marius Giste	0	-1	-1	-1
5934	Caden Azro	0	-1	-1	-1
5935	Thias Leacke	0	-1	-1	-1
5936	Sinco Doar	0	-1	-1	-1
5937	Tinse Torpe	0	-1	-1	-1
5938	Information clerk	0	4	808	819
5939	Torrcs	0	4	808	819
5940	Marfet	0	29	813	1205
5941	Museum guard	0	517	6390	-1
5942	Museum guard	0	508	6464	819
5943	Museum guard	0	531	6464	-1
5944	Teacher and pupil	0	536	6411	6410
5945	Schoolboy	0	509	7167	7165
5946	Schoolboy	0	509	7167	7165
5947	Teacher and pupil	0	516	6413	6412
5948	Teacher and pupil	1	-1	-1	-1
5949	Schoolboy	1	-1	-1	-1
5950	Teacher	1	-1	-1	-1
5951	Schoolgirl	1	-1	-1	-1
5952	Workman	0	532	6415	6414
5953	Workman	0	533	-1	6418
5954	Workman	0	534	6422	6419
5955	Workman	0	535	6423	6420
5956	Void Knight	0	29	813	1205
5957	Schoolgirl	0	509	7167	7165
5958	Digsite workman	0	537	6425	-1
5959	Barge workman	0	512	6454	-1
5960	Barge workman	0	514	6455	-1
5961	Barge workman	0	515	6456	-1
5962	Barge workman	0	513	6457	-1
5963	Barge foreman	0	511	6458	-1
5964	Ed Wood	0	102	2065	2064
5965	Orlando Smith	0	4	808	819
5966	Natural historian	0	518	6393	6395
5967	Natural historian	0	518	6393	6395
5968	Natural historian	0	518	6393	6395
5969	Natural historian	0	518	6393	6395
5970	Natural historian	0	518	6393	6395
5971	Leech display	0	522	6429	-1
5972	Sea slugs display	0	527	6433	-1
5973	Snail display	0	528	6431	-1
5974	Monkey display	0	525	6435	-1
5975	Lizard display	0	523	6437	-1
5976	Penguin display	0	526	6439	-1
5977	Camel display	0	520	6441	-1
5978	Terrorbird display	0	529	6443	-1
5979	Dragon display	0	521	6447	-1
5980	Wyvern display	0	530	6445	-1
5981	Battle tortoise display	0	519	6449	-1
5982	Mole display	0	524	6451	-1
5983	Schoolgirl	0	509	7167	7165
5984	Schoolgirl	0	509	7167	7165
5985	Schoolgirl	0	509	7167	7165
5986	Workman	0	534	6422	6419
5987	Sylas	0	4	808	819
5988	Miazrqa	0	775	808	6531
5989	Grimgnash	0	781	6507	-1
5990	Rupert the Beard	1	-1	-1	-1
5991	Drain pipe	0	-1	-1	-1
5992	Rupert the Beard	1	-1	-1	-1
5993	Experiment No.2	109	776	6511	6510
5994	Mouse	95	184	6518	6517
5995	Mouse	95	184	6518	6517
5996	Glod	138	777	6504	6505
5999	Rupert the Beard	0	-1	-1	-1
6001	Rupert the Beard	0	-1	-1	-1
6002	Gnome	0	778	6533	-1
6003	Winkin	0	779	6534	-1
6004	Gnome	0	780	6535	-1
6005	Cage	0	-1	-1	-1
6006	Werewolf	88	190	6539	6541
6007	Werewolf	88	190	6539	6541
6008	Werewolf	88	190	6539	6541
6009	Werewolf	88	190	6539	6541
6010	Werewolf	88	190	6539	6541
6011	Werewolf	88	190	6539	6541
6012	Werewolf	88	190	6539	6541
6013	Werewolf	88	190	6539	6541
6014	Werewolf	88	190	6539	6541
6015	Werewolf	88	190	6539	6541
6016	Werewolf	88	190	6539	6541
6017	Werewolf	88	190	6539	6541
6018	Werewolf	88	190	6539	6541
6019	Werewolf	88	190	6539	6541
6020	Werewolf	88	190	6539	6541
6021	Werewolf	88	190	6539	6541
6022	Werewolf	88	190	6539	6541
6023	Werewolf	88	190	6539	6541
6024	Werewolf	88	190	6539	6541
6025	Werewolf	88	190	6539	6541
6026	Boris	24	4	808	819
6027	Imre	24	4	808	819
6028	Yuri	24	4	808	819
6029	Joseph	24	4	808	819
6030	Nikolai	24	4	808	819
6031	Eduard	24	4	808	819
6032	Lev	24	4	808	819
6033	Georgy	24	4	808	819
6034	Svetlana	24	664	808	6531
6035	Irina	24	664	808	6531
6036	Alexis	24	664	808	6531
6037	Milla	24	664	808	6531
6038	Galina	24	664	808	6531
6039	Sofiya	24	664	808	6531
6040	Ksenia	24	664	808	6531
6041	Yadviga	24	664	808	6531
6042	Nikita	24	664	808	6531
6043	Vera	24	664	808	6531
6044	Zoja	24	664	808	6531
6045	Liliya	24	664	808	6531
6046	Big Wolf	73	97	6580	6556
6047	Wolf	25	97	6580	6556
6048	Wolf	25	97	6580	6556
6049	Wolf	25	97	6580	6556
6050	Desert Wolf	27	97	6580	6556
6051	Desert Wolf	27	97	6580	6556
6052	Ice wolf	96	97	6580	6556
6053	Ninja impling	0	172	6613	6614
6054	Dragon impling	0	172	6613	6614
6055	Baby impling	0	172	6613	6614
6056	Young impling	0	172	6613	6614
6057	Gourmet impling	0	172	6613	6614
6058	Earth impling	0	172	6613	6614
6059	Essence impling	0	172	6613	6614
6060	Eclectic impling	0	172	6613	6614
6061	Nature impling	0	172	6613	6614
6062	Magpie impling	0	172	6613	6614
6063	Ninja impling	0	172	6613	6614
6064	Dragon impling	0	172	6613	6614
6070	Elnock Inquisitor	0	108	195	189
6071	Immenizz	0	172	6613	6614
6072	Fairy Aeryka	0	32	112	106
6073	Wandering impling	0	172	6613	6614
6074	Imp defender	0	130	171	168
6078	Cyclops	56	61	4650	4649
6079	Cyclops	76	61	4650	4649
6080	Cyclops	56	61	4650	4649
6081	Cyclops	76	61	4650	4649
6084	Captain Ned	0	4	808	819
6085	Cabin boy Jenkins	0	4	808	819
6086	Cabin boy Jenkins	0	4	808	819
6087	Elvarg	83	77	90	79
6088	Zombie rat	3	133	4932	4931
6089	Zombie rat	3	133	4932	4931
6090	Zombie rat	3	133	4932	4931
6091	Skeleton	22	70	5483	5481
6092	Skeleton	22	70	5483	5481
6093	Skeleton	22	71	5483	5479
6094	Ghost	19	73	5538	5539
6095	Ghost	19	74	5530	5531
6096	Ghost	19	74	5530	5531
6097	Ghost	19	74	5530	5531
6098	Ghost	19	74	5530	5531
6099	Zombie	24	38	5572	5570
6100	Zombie	24	38	5572	5570
6101	Lesser demon	82	75	66	63
6102	Lost barbarian	132	4	808	819
6103	Skeleton hero	149	102	2065	2064
6104	Skeleton brute	132	4	808	819
6105	Skeleton warlord	132	102	2065	2064
6106	Skeleton heavy	132	103	2561	2562
6107	Skeleton thug	132	4	808	819
6108	Entrana firebird	2	251	6809	6808
6109	Mounted terrorbird gnome	49	91	6793	6796
6110	Mounted terrorbird gnome	49	91	6793	6796
6111	Mounted terrorbird gnome	49	91	6793	6796
6112	Ducklings	0	1571	6821	6822
6113	Duck	0	1406	6813	6819
6114	Drake	0	1406	6813	6819
6115	Seagull	2	1404	6815	6819
6116	Seagull	3	1404	6815	6819
6117	Mr. Mordaut	0	673	6825	-1
6118	Observatory assistant	0	958	6841	-1
6121	Observatory professor	0	4	808	819
6122	Sleeping guard	1	959	6828	6187
6123	Naghead	0	961	6834	-1
6124	Wagchin	0	962	6835	-1
6125	Goblin	0	86	6181	6180
6126	Goblin	0	86	6181	6180
6127	Greasycheeks	0	960	6831	-1
6128	Smellytoes	0	963	6829	-1
6129	Creakyknees	0	965	6833	-1
6130	Clothears	0	964	6836	-1
6131	Zombie	0	679	6855	-1
6132	Goblin	0	675	6858	-1
6133	Goblin	0	676	6859	-1
6134	Dunce	0	677	6826	-1
6135	Town crier	0	390	6864	6867
6136	Town crier	0	390	6864	6867
6137	Town crier	0	390	6864	6867
6138	Town crier	0	390	6864	6867
6139	Town crier	0	390	6864	6867
6140	Squire (Intermediate)	0	29	813	1205
6141	Squire (Veteran)	0	29	813	1205
6142	Portal	0	145	3933	3933
6143	Portal	0	146	3936	3936
6144	Portal	0	147	3928	3928
6145	Portal	0	147	3928	3928
6146	Portal	0	148	6879	6879
6147	Portal	0	149	6880	6880
6148	Portal	0	150	6878	6878
6149	Portal	0	150	6878	6878
6150	Portal	0	145	3933	3933
6151	Portal	0	146	3936	3936
6152	Portal	0	147	3928	3928
6153	Portal	0	147	3928	3928
6154	Portal	0	148	6879	6879
6155	Portal	0	149	6880	6880
6156	Portal	0	150	6878	6878
6157	Portal	0	150	6878	6878
6158	Sir Lucan	120	4	808	819
6159	Workman	0	535	6423	6420
6160	Sir Lancelot	127	4	808	819
6161	Sir Bedivere	110	4	808	819
6162	Sir Tristram	115	4	808	819
6163	Sir Pelleas	112	4	808	819
6164	Sir Gawain	122	4	808	819
6165	Sir Kay	124	4	808	819
6166	Sir Pelleas	0	4	808	819
6167	Sir Gawain	0	4	808	819
6168	Sir Kay	0	4	808	819
6169	Squire	0	119	813	819
6170	Sir Lancelot	127	4	808	819
6171	Sir Kay	124	4	808	819
6172	Sir Gawain	122	4	808	819
6173	Sir Lucan	120	4	808	819
6174	Bandit	41	4	808	819
6175	Sir Tristram	115	4	808	819
6176	Sir Pelleas	112	4	808	819
6177	Sir Bedivere	110	4	808	819
6178	Anna	0	240	808	6926
6179	David	0	4	808	819
6180	Anna	0	4	808	819
6181	Court judge	0	79	1322	1323
6182	Jury	0	4	808	819
6183	Guard	0	107	7217	7216
6184	Guard	0	107	7217	7216
6185	Prosecutor	0	4	808	819
6187	Morgan Le Faye	0	119	813	819
6188	Renegade knight	37	237	6927	6928
6189	Black Knight	33	4	808	819
6190	Guard	0	1035	6918	-1
6198	Sinclair	0	4	808	819
6200	Banker	0	92	808	808
6201	Knight	0	542	7003	-1
6203	K'ril Tsutsaroth	650	545	6943	6942
6204	Tstanon Karlak	145	75	66	63
6205		0	-1	-1	-1
6206	Zakl'n Gritch	142	75	66	63
6207		0	-1	-1	-1
6208	Balfrug Kreeyath	151	75	66	63
6209		0	-1	-1	-1
6210	Hellhound	127	229	6580	6582
6211	Imp	7	130	171	168
6212	Werewolf	93	190	6539	6541
6213	Werewolf	93	190	6539	6541
6214	Vampire	77	4	808	819
6215	Bloodveld	81	538	9432	9433
6216	Pyrefiend	48	8	8077	8076
6217	Icefiend	13	8	8077	8076
6218	Gorak	149	230	4299	4298
6219	Spiritual warrior	115	4	808	819
6220	Spiritual ranger	118	4	808	819
6221	Spiritual mage	121	4	808	819
6222	Kree'arra	580	540	6972	6973
6223	Wingman Skree	143	539	6949	6950
6224		0	-1	-1	-1
6225	Flockleader Geerin	149	539	6949	6950
6226		0	-1	-1	-1
6227	Flight Kilisa	159	539	6949	6950
6228		0	-1	-1	-1
6229	Spiritual warrior	123	539	6949	6950
6230	Spiritual ranger	127	539	6949	6950
6231	Spiritual mage	122	539	6949	6950
6232	Aviansie	69	539	6949	6950
6233	Aviansie	79	539	6949	6950
6234	Aviansie	84	539	6949	6950
6235	Aviansie	83	539	6949	6950
6236	Aviansie	92	539	6949	6950
6237	Aviansie	97	539	6949	6950
6238	Aviansie	137	539	6949	6950
6239	Aviansie	148	539	6949	6950
6240	Aviansie	71	539	6949	6950
6241	Aviansie	73	539	6949	6950
6242	Aviansie	79	539	6949	6950
6243	Aviansie	89	539	6949	6950
6244	Aviansie	94	539	6949	6950
6245	Aviansie	97	539	6949	6950
6246	Aviansie	131	539	6949	6950
6247	Commander Zilyana	596	544	6963	6962
6248	Starlight	149	232	6374	6373
6249		0	-1	-1	-1
6250	Growler	139	543	7014	7015
6251		0	-1	-1	-1
6252	Bree	146	233	4311	4310
6253		0	-1	-1	-1
6254	Saradomin priest	113	4	808	819
6255	Spiritual warrior	125	4	808	819
6256	Spiritual ranger	122	4	808	819
6257	Spiritual mage	120	4	808	819
6258	Knight of Saradomin	103	4	808	819
6259	Knight of Saradomin	101	4	808	819
6260	General Graardor	624	541	7059	7058
6261	Sergeant Strongstack	141	231	6153	6152
6262		0	-1	-1	-1
6263	Sergeant Steelwill	142	231	6153	6152
6264		0	-1	-1	-1
6265	Sergeant Grimspike	142	231	6153	6152
6266		0	-1	-1	-1
6267	Fishing spot	0	178	9645	9645
6268	Jogre	58	321	10626	10625
6269	Cyclops	81	61	4650	4649
6270	Cyclops	81	61	4650	4649
6271	Ork	107	104	4318	4319
6272	Ork	107	104	4318	4319
6273	Ork	107	104	4318	4319
6274	Ork	107	104	4318	4319
6275	Hobgoblin	47	88	166	162
6276	Spiritual ranger	115	104	4318	4319
6277	Spiritual warrior	134	104	4318	4319
6278	Spiritual mage	121	104	4318	4319
6279	Goblin	17	86	6181	6180
6280	Goblin	12	86	6181	6180
6281	Goblin	12	199	6139	6138
6282	Goblin	15	87	6186	6187
6283	Goblin	13	86	6181	6180
6285	Warped terrorbird	81	1226	7105	7106
6286	Warped terrorbird	81	1226	7105	7106
6287	Warped terrorbird	81	1226	7105	7106
6288	Warped terrorbird	81	1226	7105	7106
6289	Warped terrorbird	81	1226	7105	7106
6290	Warped terrorbird	81	1226	7105	7106
6291	Warped terrorbird	81	1226	7105	7106
6292	Warped terrorbird	81	1226	7105	7106
6293	Warped terrorbird	143	1226	7105	7106
6294	Warped terrorbird	143	1226	7105	7106
6295	Warped terrorbird	143	1226	7105	7106
6296	Warped tortoise	96	1227	7090	7089
6297	Warped tortoise	96	1227	7090	7089
6298	Jeffery	0	4	808	819
6299	Big monolith	0	-1	-1	-1
6300	Small monolith	0	-1	-1	-1
6301	Cute creature	0	-1	-1	-1
6302	Evil creature	0	-1	-1	-1
6303	Yewnock the engineer	0	108	195	189
6304	Bolrie	0	108	195	189
6305	Hazelmere	0	108	195	189
6306	Bolrie	0	108	195	189
6307	Advisor	0	108	195	189
6308	King Argenthorg	0	108	195	189
6309	Prince Argenthorg	0	108	195	189
6311	Cute creature	0	-1	-1	-1
6312	Evil creature	0	-1	-1	-1
6313	Terrorbird servant	0	1223	7099	7098
6314	Guard no. 21	0	1223	7099	7098
6315	Guard no. 72	0	1224	7101	7098
6316	Guard no. 21	0	1225	7111	7103
6317	Guard no. 72	0	1225	7111	7103
6318	Longramble	0	108	195	189
6320	Spirit tree	0	-1	-1	-1
6321	Spirit tree	0	-1	-1	-1
6322	Warped terrorbird	81	1226	7105	7106
6323	Warped terrorbird	81	1226	7105	7106
6324	Warped terrorbird	81	1226	7105	7106
6325	Warped terrorbird	81	1226	7105	7106
6326	Warped terrorbird	81	1226	7105	7106
6327	Warped terrorbird	81	1226	7105	7106
6328	Warped terrorbird	81	1226	7105	7106
6329	Warped terrorbird	81	1226	7105	7106
6330	Warped terrorbird	143	1226	7105	7106
6331	Warped terrorbird	143	1226	7105	7106
6332	Warped terrorbird	143	1226	7105	7106
6334	Child	0	165	7158	7160
6335	Child	0	165	7158	7160
6336	Child	0	165	7158	7160
6337	Child	0	165	7158	7160
6338	Child	0	165	7158	7160
6339	Child	0	165	7158	7160
6340	Child	0	165	7158	7160
6341	Child	0	165	7158	7160
6342	Child	0	165	7158	7160
6343	Child	0	165	7158	7160
6344	Child	0	165	7158	7160
6345	Child	0	165	7158	7160
6346	Pirate	23	35	7188	7191
6347	Pirate	23	35	7188	7191
6348	Pirate	23	40	7188	7189
6349	Pirate	23	35	7188	7191
6350	Pirate	23	35	7188	7191
6351	Pirate	26	35	7188	7191
6352	Pirate	26	35	7188	7191
6353	Pirate	26	35	7188	7191
6354	Pirate	26	35	7188	7191
6355	Pirate	26	35	7188	7191
6356	Pirate	26	35	7188	7191
6357	Street urchin	0	165	7158	7160
6358	Street urchin	0	165	7158	7160
6359	Street urchin	0	165	7158	7160
6360	Street urchin	0	165	7158	7160
6361	Street urchin	0	165	7158	7160
